Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Игрок,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:19:42,2022-04-05 10:41:19,"21m - 37,352s",PASSED
,,,,,,,
Test Cases/Игрок/Авторизация,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:19:43,2022-04-05 10:23:28,"3m - 44,506s",PASSED
"openBrowser("""")",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:19:46,2022-04-05 10:23:11,"3m - 24,940s",PASSED
maximizeWindow(),Linux - Chrome 97.0.4692.71,,,2022-04-05 10:23:11,2022-04-05 10:23:11,"0,511s",PASSED
navigateToUrl(url),Linux - Chrome 97.0.4692.71,,,2022-04-05 10:23:11,2022-04-05 10:23:18,"6,250s",PASSED
"setText(findTestObject(""Object Repository/manager/Page_/input__sc-lnrBVv eqPACj""), player_login)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:23:18,2022-04-05 10:23:22,"4,152s",PASSED
"setText(findTestObject(""Object Repository/manager/Page_/input__sc-lnrBVv eqPACj_1""), player_password)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:23:22,2022-04-05 10:23:26,"4,120s",PASSED
"click(findTestObject(""manager/Page_/go""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:23:26,2022-04-05 10:23:28,"2,002s",PASSED
,,,,,,,
Test Cases/Игрок/Отчеты психофиз профиля,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:23:28,2022-04-05 10:30:39,"7m - 10,798s",PASSED
"callTestCase(findTestCase(""Игрок/Авторизация""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:23:28,2022-04-05 10:28:28,"4m - 59,462s",PASSED
"click(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/report""))",Linux - Chrome 97.0.4692.71,Вкладка отчеты,,2022-04-05 10:28:28,2022-04-05 10:28:55,"27,434s",PASSED
"click(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/psixolog""))",Linux - Chrome 97.0.4692.71,Психологический отчет,,2022-04-05 10:28:55,2022-04-05 10:28:58,"2,596s",PASSED
"if (verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/div_ganin""), ""Ганин Данила"", OPTIONAL) == true)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:28:58,2022-04-05 10:29:35,"37,366s",PASSED
else,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:35,2022-04-05 10:29:39,"4,121s",PASSED
"verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/div_ganin""), ""Ганин Данила"")",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:39,2022-04-05 10:29:39,"0,002s",NOT_RUN
"scrollToElement(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/reaction easy""), 0)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:39,2022-04-05 10:29:42,"3,172s",PASSED
"verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/reaction easy""), ""Реакция на простой стимул"")",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:42,2022-04-05 10:29:44,"1,798s",PASSED
"verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/reaction hard""), ""Реакция на сложный стимул"")",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:44,2022-04-05 10:29:46,"2,102s",PASSED
"scrollToElement(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/button burg date (1)""), 0)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:46,2022-04-05 10:29:49,"2,450s",PASSED
"click(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/tab""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:49,2022-04-05 10:29:51,"2,084s",PASSED
"if (verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/div_ganin""), ""Ганин Данила"", OPTIONAL) == true)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:51,2022-04-05 10:30:26,"35,427s",PASSED
else,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:30:26,2022-04-05 10:30:30,"3,767s",PASSED
"scrollToElement(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/xarakteristika""), 0)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:30:30,2022-04-05 10:30:32,"2,278s",PASSED
"verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/xarakteristika""), ""Экстраверсия"")",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:30:32,2022-04-05 10:30:34,"2,009s",PASSED
"verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/xarakteristika 2""), ""Спонтанность"")",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:30:34,2022-04-05 10:30:36,"1,794s",PASSED
"click(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/home g (1)""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:30:36,2022-04-05 10:30:38,"2,118s",PASSED
closeBrowser(),Linux - Chrome 97.0.4692.71,,,2022-04-05 10:30:38,2022-04-05 10:30:39,"0,511s",PASSED
,,,,,,,
Test Cases/Игрок/Отчет по навыкам,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:30:39,2022-04-05 10:35:49,"5m - 10,192s",PASSED
