Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Администратор,Linux - Chrome 97.0.4692.71,,,2022-03-03 12:35:24,2022-03-03 13:04:09,"28m - 44,690s",PASSED
,,,,,,,
Test Cases/Администратор/Школы,Linux - Chrome 97.0.4692.71,смоук тест вкладки школы ,,2022-03-03 12:35:27,2022-03-03 12:39:20,"3m - 53,949s",PASSED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,авторизация,,2022-03-03 12:35:30,2022-03-03 12:38:00,"2m - 29,310s",PASSED
"click(findTestObject(""Object Repository/admin/school/schools/schools""))",Linux - Chrome 97.0.4692.71,переход на вкладу школы,,2022-03-03 12:38:00,2022-03-03 12:38:21,"21,824s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""43.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:38:21,2022-03-03 12:38:27,"5,778s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/div_""))",Linux - Chrome 97.0.4692.71,"выбор Академия ""Авангард"" и переход к расписанию школы
",,2022-03-03 12:38:27,2022-03-03 12:38:30,"2,489s",PASSED
"scrollToElement(findTestObject(""Object Repository/admin/school/Page_/players""), 0)",Linux - Chrome 97.0.4692.71,переход на вкладку игроков,,2022-03-03 12:38:30,2022-03-03 12:38:35,"5,487s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/players""))",Linux - Chrome 97.0.4692.71,переход на вкладку игроков,,2022-03-03 12:38:35,2022-03-03 12:38:38,"2,536s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""44.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:38:38,2022-03-03 12:38:44,"6,180s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/team""))",Linux - Chrome 97.0.4692.71,переход на вкладку команд,,2022-03-03 12:38:44,2022-03-03 12:38:46,"2,312s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""45.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:38:46,2022-03-03 12:38:53,"6,574s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/omsk""))",Linux - Chrome 97.0.4692.71,"выбр команды ОМСКИЕ ЯСТРЕБЫ 
",,2022-03-03 12:38:53,2022-03-03 12:38:55,"2,412s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/edit""))",Linux - Chrome 97.0.4692.71,переход на вкладку редактирование ,,2022-03-03 12:38:55,2022-03-03 12:38:59,"3,562s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""47.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:38:59,2022-03-03 12:39:04,"5,510s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/allplayer""))",Linux - Chrome 97.0.4692.71,"переход на вкладку все игроки
",,2022-03-03 12:39:04,2022-03-03 12:39:06,"2,227s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""48.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:39:06,2022-03-03 12:39:12,"5,612s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/groups""))",Linux - Chrome 97.0.4692.71,"переход на вкладку занятие команды
",,2022-03-03 12:39:12,2022-03-03 12:39:14,"2,198s",PASSED
"click(findTestObject(""manager/schools/overlay""), CONTINUE_ON_FAILURE)",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:39:14,2022-03-03 12:39:18,"3,409s",PASSED
