Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Менеждер,,,,2022-03-03 11:29:47,2022-03-03 11:31:05,"1m - 17,650s",FAILED
,,,,,,,
Test Cases/Администратор/Школы,,смоук тест вкладки школы ,,2022-03-03 11:30:03,2022-03-03 11:30:05,"1,699s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,авторизация,,2022-03-03 11:30:03,2022-03-03 11:30:05,"1,673s",FAILED
,,,,,,,
Test Cases/Администратор/Рейтинг,,смоук тест,,2022-03-03 11:30:11,2022-03-03 11:30:13,"1,458s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:11,2022-03-03 11:30:13,"1,437s",FAILED
,,,,,,,
Test Cases/Администратор/ОТЧЕТЫ функциональные тесты/Список участников без оценки,,функцуиональное тестирование,,2022-03-03 11:30:21,2022-03-03 11:30:22,"1,723s",FAILED
"callTestCase(findTestCase(""Администратор/Отчет для тк""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:21,2022-03-03 11:30:22,"1,695s",FAILED
,,,,,,,
Test Cases/Администратор/ОТЧЕТЫ функциональные тесты/Отчет психофиз,,,,2022-03-03 11:30:28,2022-03-03 11:30:30,"1,395s",FAILED
"callTestCase(findTestCase(""Администратор/Отчет для тк""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:28,2022-03-03 11:30:30,"1,383s",FAILED
,,,,,,,
Test Cases/Администратор/ОТЧЕТЫ функциональные тесты/Отчет по играм за период,,функциональный тест,,2022-03-03 11:30:34,2022-03-03 11:30:36,"1,356s",FAILED
"callTestCase(findTestCase(""Администратор/Отчет для тк""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:34,2022-03-03 11:30:36,"1,345s",FAILED
,,,,,,,
Test Cases/Администратор/ОТЧЕТЫ функциональные тесты/Игровая статистика,,"функциональный тест
",,2022-03-03 11:30:40,2022-03-03 11:30:42,"1,326s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:40,2022-03-03 11:30:42,"1,315s",FAILED
,,,,,,,
Test Cases/Администратор/Отчет для тк,,,,2022-03-03 11:30:46,2022-03-03 11:30:48,"2,345s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:46,2022-03-03 11:30:48,"2,339s",FAILED
,,,,,,,
Test Cases/Менеджер/Менеджер Документы,,просмотр вкладки документов и возможность добавления новых,,2022-03-03 11:30:52,2022-03-03 11:30:53,"1,281s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:52,2022-03-03 11:30:53,"1,277s",FAILED
,,,,,,,
Test Cases/Менеджер/Профиль Менеджера,,"смоук + функциональное тестирование профиля администратора
",,2022-03-03 11:30:58,2022-03-03 11:30:59,"1,283s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:58,2022-03-03 11:30:59,"1,275s",FAILED
,,,,,,,
Test Cases/Менеджер/Менеджер Профиль игрока,,просмотр списка игроков и профиля игрока со всеми вкладками,,2022-03-03 11:31:03,2022-03-03 11:31:05,"1,329s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,Авторизация,,2022-03-03 11:31:03,2022-03-03 11:31:05,"1,322s",FAILED
