Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Игрок,Linux - Chrome 97.0.4692.71,,,2022-03-03 12:35:23,2022-03-03 12:42:15,"6m - 52,361s",FAILED
,,,,,,,
Test Cases/Игрок/Авторизация,Linux - Chrome 97.0.4692.71,,,2022-03-03 12:35:24,2022-03-03 12:36:56,"1m - 32,405s",PASSED
"openBrowser("""")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:35:26,2022-03-03 12:36:34,"1m - 8,619s",PASSED
maximizeWindow(),Linux - Chrome 97.0.4692.71,,,2022-03-03 12:36:34,2022-03-03 12:36:35,"0,500s",PASSED
navigateToUrl(url),Linux - Chrome 97.0.4692.71,,,2022-03-03 12:36:35,2022-03-03 12:36:46,"10,926s",PASSED
"setText(findTestObject(""Object Repository/manager/Page_/input__sc-lnrBVv eqPACj""), player_login)",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:36:46,2022-03-03 12:36:50,"4,153s",PASSED
"setText(findTestObject(""Object Repository/manager/Page_/input__sc-lnrBVv eqPACj_1""), player_password)",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:36:50,2022-03-03 12:36:54,"4,121s",PASSED
"click(findTestObject(""manager/Page_/go""))",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:36:54,2022-03-03 12:36:56,"2,086s",PASSED
,,,,,,,
Test Cases/Игрок/Отчеты,Linux - Chrome 97.0.4692.71,,,2022-03-03 12:36:56,2022-03-03 12:42:15,"5m - 19,006s",FAILED
"callTestCase(findTestCase(""Игрок/Авторизация""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:36:56,2022-03-03 12:40:14,"3m - 18,147s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/report""))",Linux - Chrome 97.0.4692.71,Вкладка отчеты,,2022-03-03 12:40:14,2022-03-03 12:40:27,"12,565s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/psixolog""))",Linux - Chrome 97.0.4692.71,Психологический отчет,,2022-03-03 12:40:27,2022-03-03 12:40:30,"2,586s",PASSED
"if (verifyElementText(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/div_ganin""), ""Ганин Данила"", OPTIONAL) == true)",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:40:30,2022-03-03 12:40:36,"6,345s",PASSED
"verifyElementText(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/div_ganin""), ""Ганин Данила"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:40:36,2022-03-03 12:40:36,"0,004s",NOT_RUN
"scrollToElement(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/reaction easy""), 0)",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:40:36,2022-03-03 12:40:39,"2,741s",PASSED
"verifyElementText(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/reaction easy""), ""Реакция на простой стимул"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:40:39,2022-03-03 12:40:40,"1,890s",PASSED
"verifyElementText(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/reaction hard""), ""Реакция на сложный стимул"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:40:40,2022-03-03 12:40:42,"1,909s",PASSED
"scrollToElement(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/button burg date (1)""), 0)",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:40:42,2022-03-03 12:40:44,"1,930s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/tab""))",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:40:44,2022-03-03 12:40:46,"2,015s",PASSED
"if (verifyElementText(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/div_ganin""), ""Ганин Данила"", OPTIONAL) == true)",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:40:46,2022-03-03 12:41:27,"40,455s",PASSED
"scrollToElement(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/xarakteristika""), 0)",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:41:27,2022-03-03 12:42:12,"45,628s",FAILED
