Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Администратор,,,,2022-04-11 11:07:57,2022-04-11 11:08:21,"24,049s",FAILED
,,,,,,,
Test Cases/Администратор/Авторизация,,"авторизация ,используется в остальных тест кейсах
",,2022-04-11 11:07:58,2022-04-11 11:08:02,"3,784s",FAILED
"openBrowser("""")",,,,2022-04-11 11:07:58,2022-04-11 11:08:02,"3,076s",FAILED
,,,,,,,
Test Cases/Администратор/Профиль Админа,,"смоук + функциональное тестирование профиля администратора
",,2022-04-11 11:08:02,2022-04-11 11:08:04,"1,973s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-04-11 11:08:02,2022-04-11 11:08:04,"1,530s",FAILED
,,,,,,,
Test Cases/Администратор/Документы (возможна проверка и под аккаунтом Менеджера),,просмотр вкладки документов и возможность добавления новых,,2022-04-11 11:08:04,2022-04-11 11:08:06,"1,994s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-04-11 11:08:04,2022-04-11 11:08:06,"1,445s",FAILED
,,,,,,,
Test Cases/Администратор/ОТЧЕТЫ функциональные тесты/Игровая статистика Админ,,"функциональный тест
",,2022-04-11 11:08:06,2022-04-11 11:08:08,"2,205s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-04-11 11:08:06,2022-04-11 11:08:08,"1,613s",FAILED
,,,,,,,
Test Cases/Администратор/ОТЧЕТЫ функциональные тесты/Отчет психологического профиля,,,,2022-04-11 11:08:08,2022-04-11 11:08:10,"2,180s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-04-11 11:08:09,2022-04-11 11:08:10,"1,444s",FAILED
,,,,,,,
Test Cases/Администратор/Пользователи,,,,2022-04-11 11:08:10,2022-04-11 11:08:13,"2,661s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-04-11 11:08:11,2022-04-11 11:08:13,"1,449s",FAILED
,,,,,,,
Test Cases/Администратор/Профиль игрока (Для проверки и под менеджером),,просмотр списка игроков и профиля игрока со всеми вкладками,,2022-04-11 11:08:13,2022-04-11 11:08:15,"2,472s",FAILED
"verifyElementText(findTestObject(""Avangard New/Object (Администратор)/Case (Профиль игрока)/role admin""), ""Администратор"")",,,,2022-04-11 11:08:14,2022-04-11 11:08:14,"0,007s",NOT_RUN
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,Авторизация,,2022-04-11 11:08:14,2022-04-11 11:08:15,"1,549s",FAILED
,,,,,,,
Test Cases/Администратор/Тренеры,,смоук + функциональный тест вкладки тренеров,,2022-04-11 11:08:15,2022-04-11 11:08:18,"3,131s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,"авторизация
",,2022-04-11 11:08:17,2022-04-11 11:08:18,"1,560s",FAILED
,,,,,,,
Test Cases/Администратор/дописать физ. тест Рейтинг игроков,,смоук тест,,2022-04-11 11:08:18,2022-04-11 11:08:21,"3,162s",FAILED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-04-11 11:08:20,2022-04-11 11:08:21,"1,580s",FAILED
