Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Игрок,Linux - Chrome 97.0.4692.71,,,2022-02-21 12:30:27,2022-02-21 12:36:22,"5m - 55,042s",FAILED
,,,,,,,
Test Cases/Игрок/Авторизация,Linux - Chrome 97.0.4692.71,,,2022-02-21 12:30:29,2022-02-21 12:32:20,"1m - 51,713s",PASSED
"openBrowser("""")",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:30:33,2022-02-21 12:32:02,"1m - 28,912s",PASSED
maximizeWindow(),Linux - Chrome 97.0.4692.71,,,2022-02-21 12:32:02,2022-02-21 12:32:03,"0,539s",PASSED
navigateToUrl(url),Linux - Chrome 97.0.4692.71,,,2022-02-21 12:32:03,2022-02-21 12:32:09,"6,296s",PASSED
"setText(findTestObject(""Object Repository/manager/Page_/input__sc-lnrBVv eqPACj""), player_login)",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:32:09,2022-02-21 12:32:13,"4,185s",PASSED
"setText(findTestObject(""Object Repository/manager/Page_/input__sc-lnrBVv eqPACj_1""), player_password)",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:32:13,2022-02-21 12:32:18,"4,838s",PASSED
"click(findTestObject(""manager/Page_/go""))",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:32:18,2022-02-21 12:32:20,"2,175s",PASSED
,,,,,,,
Test Cases/Игрок/Отчеты,Linux - Chrome 97.0.4692.71,,,2022-02-21 12:32:20,2022-02-21 12:36:22,"4m - 2,066s",FAILED
"callTestCase(findTestCase(""Игрок/Авторизация""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:32:21,2022-02-21 12:34:52,"2m - 31,725s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/report""))",Linux - Chrome 97.0.4692.71,Вкладка отчеты,,2022-02-21 12:34:52,2022-02-21 12:35:05,"12,885s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/psixolog""))",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:05,2022-02-21 12:35:08,"2,314s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/button burger""))",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:08,2022-02-21 12:35:10,"2,479s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/date 30.06.2021""))",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:10,2022-02-21 12:35:12,"2,216s",PASSED
"scrollToElement(findTestObject(""Avangard New/Object (Игрок)/Case (отчеты)/reaction easy""), 0)",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:12,2022-02-21 12:35:19,"7,161s",PASSED
"verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (отчеты)/reaction easy""), ""Реакция на простой стимул"")",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:19,2022-02-21 12:35:21,"2,054s",PASSED
"verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (отчеты)/reaction hard""), ""Реакция на сложный стимул"")",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:21,2022-02-21 12:35:23,"1,857s",PASSED
"scrollToElement(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/button burg date""), 0)",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:23,2022-02-21 12:35:25,"1,774s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/tab""))",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:25,2022-02-21 12:35:27,"2,430s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/button burg date""))",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:27,2022-02-21 12:35:29,"1,923s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (отчеты)/div_21-22_1""))",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:29,2022-02-21 12:35:32,"2,183s",PASSED
"scrollToElement(findTestObject(""Avangard New/Object (Игрок)/Case (отчеты)/xarakteristika""), 0)",Linux - Chrome 97.0.4692.71,,,2022-02-21 12:35:32,2022-02-21 12:36:20,"48,493s",FAILED
