Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Игрок,Chrome 100.0.4896.75,,,2022-04-14 16:06:56,2022-04-14 16:08:45,"1m - 49,449s",FAILED
,,,,,,,
Test Cases/Игрок/Авторизация,Chrome 100.0.4896.75,,,2022-04-14 16:06:56,2022-04-14 16:07:06,"9,663s",PASSED
"openBrowser("""")",Chrome 100.0.4896.75,,,2022-04-14 16:06:56,2022-04-14 16:06:58,"1,942s",PASSED
maximizeWindow(),Chrome 100.0.4896.75,,,2022-04-14 16:06:58,2022-04-14 16:06:59,"0,137s",PASSED
navigateToUrl(url),Chrome 100.0.4896.75,,,2022-04-14 16:06:59,2022-04-14 16:07:03,"4,603s",PASSED
"setText(findTestObject(""Object Repository/manager/Page_/input__sc-lnrBVv eqPACj""), player_login)",Chrome 100.0.4896.75,,,2022-04-14 16:07:03,2022-04-14 16:07:04,"1,134s",PASSED
"setText(findTestObject(""Object Repository/manager/Page_/input__sc-lnrBVv eqPACj_1""), player_password)",Chrome 100.0.4896.75,,,2022-04-14 16:07:04,2022-04-14 16:07:05,"0,938s",PASSED
"click(findTestObject(""manager/Page_/go""))",Chrome 100.0.4896.75,,,2022-04-14 16:07:05,2022-04-14 16:07:06,"0,549s",PASSED
,,,,,,,
Test Cases/Игрок/Оценка навыков,Chrome 100.0.4896.75,,,2022-04-14 16:07:06,2022-04-14 16:07:30,"24,584s",PASSED
"callTestCase(findTestCase(""Игрок/Авторизация""), [:], STOP_ON_FAILURE)",Chrome 100.0.4896.75,,,2022-04-14 16:07:06,2022-04-14 16:07:15,"8,679s",PASSED
"click(findTestObject(""Avangard New/Object (Игрок)/Case (Оценка навыков)/skill""))",Chrome 100.0.4896.75,Вкладка оценка навыков,,2022-04-14 16:07:15,2022-04-14 16:07:20,"5,470s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Игрок)/Case (Оценка навыков)/span_1""))",Chrome 100.0.4896.75,Установить оценку 1 в ускорении,,2022-04-14 16:07:20,2022-04-14 16:07:21,"1,103s",PASSED
"verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (Оценка навыков)/fast fast""), ""Ускорение"")",Chrome 100.0.4896.75,,,2022-04-14 16:07:21,2022-04-14 16:07:22,"0,389s",PASSED
"scrollToElement(findTestObject(""Avangard New/Object (Игрок)/Case (Оценка навыков)/button_save""), 0)",Chrome 100.0.4896.75,,,2022-04-14 16:07:22,2022-04-14 16:07:22,"0,417s",PASSED
"click(findTestObject(""Avangard New/Object (Игрок)/Case (Оценка навыков)/button_save""))",Chrome 100.0.4896.75,Сохранить,,2022-04-14 16:07:22,2022-04-14 16:07:23,"0,570s",PASSED
