Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Тренер,,,,2022-03-03 11:29:37,2022-03-03 11:30:11,"34,330s",FAILED
,,,,,,,
Test Cases/Тренер/Авторизация,,,,2022-03-03 11:29:38,2022-03-03 11:29:49,"10,785s",FAILED
"openBrowser("""")",,,,2022-03-03 11:29:40,2022-03-03 11:29:49,"8,615s",FAILED
,,,,,,,
Test Cases/Тренер/Составы,,,,2022-03-03 11:29:49,2022-03-03 11:29:53,"3,944s",FAILED
"callTestCase(findTestCase(""Тренер/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:29:51,2022-03-03 11:29:53,"1,663s",FAILED
,,,,,,,
Test Cases/Тренер/Профиль Тренера,,,,2022-03-03 11:29:53,2022-03-03 11:29:56,"2,878s",FAILED
"callTestCase(findTestCase(""Тренер/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:29:54,2022-03-03 11:29:56,"1,795s",FAILED
,,,,,,,
Test Cases/Тренер/Статистика,,,,2022-03-03 11:29:56,2022-03-03 11:29:59,"3,106s",FAILED
"callTestCase(findTestCase(""Тренер/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:29:57,2022-03-03 11:29:59,"1,574s",FAILED
,,,,,,,
Test Cases/Тренер/Оценка навыков,,,,2022-03-03 11:29:59,2022-03-03 11:30:03,"4,282s",FAILED
"callTestCase(findTestCase(""Тренер/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:00,2022-03-03 11:30:03,"2,749s",FAILED
,,,,,,,
Test Cases/Тренер/Оценка по играм,,,,2022-03-03 11:30:03,2022-03-03 11:30:06,"3,195s",FAILED
"callTestCase(findTestCase(""Тренер/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:05,2022-03-03 11:30:06,"1,887s",FAILED
,,,,,,,
Test Cases/Тренер/Рекомендации по ОФП,,,,2022-03-03 11:30:06,2022-03-03 11:30:11,"4,726s",FAILED
"callTestCase(findTestCase(""Тренер/Авторизация""), [:], STOP_ON_FAILURE)",,,,2022-03-03 11:30:09,2022-03-03 11:30:11,"2,414s",FAILED
