Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Менеждер,Linux - Chrome 97.0.4692.71,,,2022-03-03 12:35:30,2022-03-03 12:59:36,"24m - 5,203s",PASSED
,,,,,,,
Test Cases/Администратор/Школы,Linux - Chrome 97.0.4692.71,смоук тест вкладки школы ,,2022-03-03 12:35:33,2022-03-03 12:39:32,"3m - 59,174s",PASSED
"callTestCase(findTestCase(""Администратор/Авторизация""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,авторизация,,2022-03-03 12:35:36,2022-03-03 12:37:59,"2m - 23,136s",PASSED
"click(findTestObject(""Object Repository/admin/school/schools/schools""))",Linux - Chrome 97.0.4692.71,переход на вкладу школы,,2022-03-03 12:37:59,2022-03-03 12:38:19,"19,592s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""43.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:38:19,2022-03-03 12:38:27,"7,627s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/div_""))",Linux - Chrome 97.0.4692.71,"выбор Академия ""Авангард"" и переход к расписанию школы
",,2022-03-03 12:38:27,2022-03-03 12:38:29,"2,350s",PASSED
"scrollToElement(findTestObject(""Object Repository/admin/school/Page_/players""), 0)",Linux - Chrome 97.0.4692.71,переход на вкладку игроков,,2022-03-03 12:38:29,2022-03-03 12:38:35,"6,475s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/players""))",Linux - Chrome 97.0.4692.71,переход на вкладку игроков,,2022-03-03 12:38:35,2022-03-03 12:38:38,"2,351s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""44.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:38:38,2022-03-03 12:38:46,"8,002s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/team""))",Linux - Chrome 97.0.4692.71,переход на вкладку команд,,2022-03-03 12:38:46,2022-03-03 12:38:48,"2,292s",PASSED
"takeFullPageScreenshot(""C:\scr\"" + school + ""45.jpg"")",Linux - Chrome 97.0.4692.71,,,2022-03-03 12:38:48,2022-03-03 12:38:56,"8,311s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/omsk""))",Linux - Chrome 97.0.4692.71,"выбр команды ОМСКИЕ ЯСТРЕБЫ 
",,2022-03-03 12:38:56,2022-03-03 12:38:59,"2,298s",PASSED
"click(findTestObject(""Object Repository/admin/school/Page_/edit""))",Linux - Chrome 97.0.4692.71,переход на вкладку редактирование ,,2022-03-03 12:38:59,2022-03-03 12:39:02,"3,711s",PASSED
