Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Игрок,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:19:35,2022-04-05 10:38:29,"18m - 53,801s",FAILED
,,,,,,,
Test Cases/Игрок/Авторизация,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:19:36,2022-04-05 10:21:35,"1m - 58,185s",PASSED
"openBrowser("""")",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:19:41,2022-04-05 10:21:16,"1m - 34,719s",PASSED
maximizeWindow(),Linux - Chrome 97.0.4692.71,,,2022-04-05 10:21:16,2022-04-05 10:21:17,"0,547s",PASSED
navigateToUrl(url),Linux - Chrome 97.0.4692.71,,,2022-04-05 10:21:17,2022-04-05 10:21:24,"7,491s",PASSED
"setText(findTestObject(""Object Repository/manager/Page_/input__sc-lnrBVv eqPACj""), player_login)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:21:24,2022-04-05 10:21:29,"4,545s",PASSED
"setText(findTestObject(""Object Repository/manager/Page_/input__sc-lnrBVv eqPACj_1""), player_password)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:21:29,2022-04-05 10:21:33,"4,011s",PASSED
"click(findTestObject(""manager/Page_/go""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:21:33,2022-04-05 10:21:35,"1,836s",PASSED
,,,,,,,
Test Cases/Игрок/Отчеты психофиз профиля,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:21:35,2022-04-05 10:27:57,"6m - 22,660s",FAILED
"callTestCase(findTestCase(""Игрок/Авторизация""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:21:35,2022-04-05 10:26:26,"4m - 51,205s",PASSED
"click(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/report""))",Linux - Chrome 97.0.4692.71,Вкладка отчеты,,2022-04-05 10:26:26,2022-04-05 10:26:46,"19,903s",PASSED
"click(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/psixolog""))",Linux - Chrome 97.0.4692.71,Психологический отчет,,2022-04-05 10:26:46,2022-04-05 10:26:48,"2,086s",PASSED
"if (verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/div_ganin""), ""Ганин Данила"", OPTIONAL) == true)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:26:48,2022-04-05 10:26:55,"6,474s",PASSED
"verifyElementText(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/div_ganin""), ""Ганин Данила"")",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:26:55,2022-04-05 10:26:55,"0,002s",NOT_RUN
"scrollToElement(findTestObject(""Avangard New/Object (Игрок)/Case (Отчеты)/reaction easy""), 0)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:26:55,2022-04-05 10:26:57,"2,427s",PASSED
